ID,habit,Dmax,M,alpha,kappa,slope,beta,zeta1
1012,2,0.0027,0.129,0.6403,0.2342,3.5154,5.7889,0.0355
1013,2,0.0029,0.129,0.6348,0.2314,3.5966,6.773,0.0388
1014,2,0.0031,0.129,0.6572,0.1955,3.5342,6.0894,0.0336
1015,2,0.0033,0.129,0.6076,0.2176,3.4726,4.3234,0.028
1016,2,0.0035,0.129,0.648,0.1955,3.244,3.0231,0.0325
1017,2,0.0037,0.129,0.6248,0.2065,3.3949,3.8666,0.0317
1018,2,0.0039,0.129,0.6195,0.2508,3.4506,4.5143,0.0228
1019,2,0.0041,0.129,0.6271,0.2204,3.584,6.8657,0.0173
1020,2,0.0043,0.129,0.5646,0.2452,3.4807,3.3279,0.0211
1021,2,0.0045,0.129,0.5597,0.2369,3.8568,11.1157,0.0242
1022,2,0.0047,0.129,0.6125,0.107,3.4083,4.0674,0.0926
1023,2,0.0049,0.129,0.5037,0.2701,3.9552,5.006,0.036
1024,2,0.0051,0.129,0.5407,0.2977,3.5362,2.8743,0.0325
1025,2,0.0053,0.129,0.6058,0.2121,3.4456,4.3531,0.0243
1026,2,0.0055,0.129,0.5925,0.2176,3.5092,3.9638,0.0227
1027,2,0.0057,0.129,0.5894,0.2701,3.3006,2.3817,0.0158
1028,2,0.0059,0.129,0.592,0.2508,3.334,2.5543,0.0156
1029,2,0.0061,0.129,0.6045,0.259,3.5017,3.9293,0.0155
1030,2,0.0063,0.129,0.7216,0.2701,2.1614,0.2506,0.0546
1031,2,0.0065,0.129,0.7046,0.2148,2.6545,0.967,0.0303
1032,2,0.0067,0.129,0.6011,0.2038,3.2263,2.1645,0.0356
1033,2,0.0069,0.129,0.5699,0.1899,3.6243,5.3871,0.0301
1034,2,0.0071,0.129,0.6129,0.1789,3.7883,9.3692,0.0194
1035,2,0.0073,0.129,0.5662,0.1789,3.9196,10.1112,0.012
1036,2,0.0075,0.129,0.6608,0.1955,3.3711,6.4693,0.0216
1037,2,0.0077,0.129,0.66,0.2093,3.5355,7.5146,0.0267
1038,2,0.0079,0.129,0.6332,0.2314,3.2666,2.1536,0.0526
1039,2,0.0081,0.129,0.6527,0.201,3.3927,4.3115,0.048
1040,2,0.0083,0.129,0.5826,0.1485,3.7752,8.4173,0.0207
1041,3,0.0003,0.129,0.8309,-0.0008,3.1442,2.642,0.0708
1042,3,0.0005,0.129,0.7591,0.1899,2.8473,1.6141,0.0636
1043,3,0.0007,0.129,0.6825,0.2065,2.8926,1.3563,0.0701
1044,3,0.0009,0.129,0.6766,0.2452,2.9019,1.6079,0.0678
1045,3,0.0011,0.129,0.6655,0.2425,2.8328,1.3302,0.0894
1046,3,0.0013,0.129,0.6479,0.2673,3.2039,2.7977,0.0432
1047,3,0.0015,0.129,0.6145,0.248,3.0587,1.8231,0.0568
1048,3,0.0017,0.129,0.5969,0.2369,3.3483,3.6652,0.0476
1049,3,0.0019,0.129,0.6165,0.2342,3.6593,8.0378,0.0252
1050,3,0.0021,0.129,0.6163,0.2397,3.2283,2.7688,0.041
1051,3,0.0023,0.129,0.6251,0.2342,3.4078,4.5401,0.0382
1052,3,0.0025,0.129,0.6658,0.1982,3.415,5.9847,0.0275
1053,3,0.0027,0.129,0.6278,0.2369,3.8314,8.4786,0.0211
1054,3,0.0029,0.129,0.6323,0.1955,3.8053,10.5812,0.0205
1055,3,0.0031,0.129,0.6666,0.1817,3.7915,13.9247,0.0215
1056,3,0.0033,0.129,0.6282,0.1927,3.5117,5.7111,0.036
1057,3,0.0035,0.129,0.6203,0.1927,3.1373,2.2726,0.0357
1058,3,0.0037,0.129,0.619,0.1844,3.569,6.8336,0.0146
1059,3,0.0039,0.129,0.653,0.1844,3.4895,5.8562,0.0254
1060,3,0.0041,0.129,0.626,0.2121,3.7026,8.2756,0.0194
1061,3,0.0043,0.129,0.636,0.2038,3.5942,7.0337,0.0283
1062,3,0.0045,0.129,0.6265,0.2038,3.6464,9.9632,0.0294
1063,3,0.0047,0.129,0.664,0.1844,3.1015,2.5991,0.0624
1064,3,0.0049,0.129,0.6502,0.1623,4.0532,20.727,0.0072
1065,3,0.0051,0.129,0.5077,0.2093,3.9432,7.9068,0.0133
1066,3,0.0053,0.129,0.6716,0.1651,3.1701,2.972,0.0635
1067,3,0.0055,0.129,0.7013,0.1319,3.011,2.5089,0.0485
1068,3,0.0057,0.129,0.6581,0.2369,2.8562,1.4292,0.1056
1069,3,0.0059,0.129,0.6393,0.2535,2.9875,1.1816,0.0307
1070,3,0.0061,0.129,0.6566,0.1678,2.6106,0.748,0.1503
1071,3,0.0063,0.129,0.6936,0.1457,2.6018,0.5792,0.1198
1072,3,0.0065,0.129,0.6929,0.143,1.8607,0.1955,0.0568
1073,3,0.0067,0.129,0.6601,0.1899,3.2584,2.2962,0.0376
1074,3,0.0069,0.129,0.644,0.2314,3.5279,5.161,0.0759
1075,3,0.0071,0.129,0.6308,0.2342,3.2686,3.369,0.0412
1076,3,0.0073,0.129,0.6135,0.1789,3.0847,2.0409,0.073
1077,3,0.0075,0.129,0.6926,0.1264,2.7763,1.4734,0.0909
1078,3,0.0077,0.129,0.7302,0.201,2.639,1.6011,0.0497
1079,3,0.0079,0.129,0.6494,0.2065,3.467,7.7271,0.022
1080,3,0.0081,0.129,0.6377,0.1651,2.9786,2.0449,0.0273
1081,3,0.0083,0.129,0.6696,0.1789,2.9152,1.7755,0.0226
1082,3,0.0087,0.129,0.517,0.1872,2.2825,0.0931,0.1891
1083,3,0.0089,0.129,0.5722,0.143,2.0669,0.0532,0.1748
1084,3,0.0091,0.129,0.6742,0.3116,3.1785,1.1435,0.0044
1085,3,0.0093,0.129,0.5841,0.259,2.8192,0.7855,0.0043
1086,4,0.0003,0.129,0.7584,0.1153,3.6114,4.2362,0.043
1087,4,0.0005,0.129,0.723,0.1706,3.3031,3.4973,0.0443
1088,4,0.0007,0.129,0.6908,0.1955,3.1504,3.4453,0.049
1089,4,0.0009,0.129,0.688,0.1844,3.0488,2.1954,0.0732
1090,4,0.0011,0.129,0.6503,0.2176,3.0559,2.1306,0.0658
1091,4,0.0013,0.129,0.6227,0.2342,3.1235,2.3002,0.0572
1092,4,0.0015,0.129,0.5969,0.2563,3.0439,1.6471,0.0535
1093,4,0.0017,0.129,0.5626,0.2646,3.2154,2.1861,0.0439
1094,4,0.0019,0.129,0.5531,0.2756,3.5784,3.6797,0.038
1095,4,0.0021,0.129,0.6277,0.2259,3.2257,3.2545,0.0311
1096,4,0.0023,0.129,0.6751,0.2231,3.4459,8.2113,0.0218
1097,4,0.0025,0.129,0.6761,0.1955,3.3161,5.4878,0.0313
1098,4,0.0027,0.129,0.6918,0.2065,3.2219,3.6853,0.0305
1099,4,0.0029,0.129,0.6528,0.1844,3.2501,3.1407,0.036
1100,4,0.0031,0.129,0.6786,0.1734,3.2067,2.9713,0.0388
1101,4,0.0033,0.129,0.6845,0.1899,3.1595,3.8463,0.0347
1102,4,0.0035,0.129,0.6576,0.1899,3.2189,3.1357,0.0261
1103,4,0.0037,0.129,0.6545,0.1734,3.4388,5.9165,0.0241
1104,4,0.0039,0.129,0.7155,0.1844,3.2845,5.3312,0.0315
1105,4,0.0041,0.129,0.6432,0.2093,3.5233,5.9964,0.0251
1106,4,0.0043,0.129,0.5855,0.2452,3.3614,3.0214,0.0377
1107,4,0.0045,0.129,0.5399,0.259,3.4313,2.4965,0.0333
1108,4,0.0047,0.129,0.583,0.2369,3.453,3.9039,0.0171
1109,4,0.0049,0.129,0.5703,0.2618,3.752,10.8186,0.0104
1110,4,0.0051,0.129,0.5416,0.259,3.9741,10.2892,0.0468
1111,4,0.0053,0.129,0.5806,0.2508,3.0624,1.4478,0.1179
1112,4,0.0055,0.129,0.5856,0.2535,3.5704,5.9983,0.0293
1113,4,0.0057,0.129,0.6131,0.1485,3.9406,14.1492,0.02
1114,4,0.0059,0.129,0.6835,0.1291,2.9635,2.0583,0.0564
1115,4,0.0061,0.129,0.5979,0.1595,2.8014,0.9494,0.0629
1116,4,0.0063,0.129,0.6131,0.2093,2.8305,0.7802,0.1421
1117,4,0.0065,0.129,0.6812,0.1098,2.3155,0.3466,0.1238
1118,4,0.0067,0.129,0.6501,0.1651,4.377,28.1577,0.0077
1119,4,0.0069,0.129,0.7064,0.2176,2.842,1.8497,0.0204
1120,4,0.0071,0.129,0.7049,0.201,3.1116,3.0158,0.0335
1121,4,0.0073,0.129,0.7091,0.1678,2.9133,2.1362,0.0159
1122,4,0.0075,0.129,0.6987,0.1181,3.0645,3.3066,0.0146
1123,4,0.0077,0.129,0.6952,0.1706,2.8771,2.0502,0.0268
1124,4,0.0079,0.129,0.7497,0.1899,2.5769,1.4373,0.0395
1125,4,0.0081,0.129,0.6398,0.2535,3.2657,3.2521,0.0507
1126,4,0.0083,0.129,0.6518,0.2176,3.2807,2.4653,0.0707
1127,4,0.0085,0.129,0.647,0.2065,3.491,6.3631,0.0243
1128,4,0.0087,0.129,0.6661,0.1706,3.0682,2.4903,0.031
1129,4,0.0089,0.129,0.6958,0.2148,3.3023,4.7345,0.0446
1130,4,0.0091,0.129,0.67,0.143,3.4415,6.1504,0.0476
1131,4,0.0093,0.129,0.6684,0.1982,3.045,3.2553,0.0805
1132,4,0.0095,0.129,0.5989,0.0932,3.1747,3.4969,0.0885
1133,4,0.0097,0.129,0.6714,0.1982,1.6105,0.0238,0.0277
1134,5,0.0003,0.129,0.7763,0.1513,3.6552,5.0784,0.0295
1135,5,0.0005,0.129,0.7419,0.2121,3.1961,2.3668,0.0346
1136,5,0.0007,0.129,0.7129,0.2148,2.9717,1.451,0.0643
1137,5,0.0009,0.129,0.6886,0.2231,2.8472,1.0992,0.0765
1138,5,0.0011,0.129,0.6744,0.2397,2.8974,1.1941,0.0646
1139,5,0.0013,0.129,0.6623,0.2342,2.8871,1.1632,0.081
1140,5,0.0015,0.129,0.6222,0.2314,3.0817,1.6197,0.0634
1141,5,0.0017,0.129,0.5825,0.2231,3.0253,1.0513,0.0572
1142,5,0.0019,0.129,0.6056,0.1706,3.3184,2.3679,0.04
1143,5,0.0021,0.129,0.6053,0.248,3.3734,2.7051,0.0428
1144,5,0.0023,0.129,0.6518,0.1734,3.3159,3.1391,0.0449
1145,5,0.0025,0.129,0.7301,0.1651,3.3777,5.4775,0.0253
1146,5,0.0027,0.129,0.6711,0.1899,3.5079,5.337,0.0286
1147,5,0.0029,0.129,0.6235,0.2204,3.7265,9.4318,0.0246
1148,5,0.0031,0.129,0.6589,0.2065,3.4794,5.5843,0.0384
1149,5,0.0033,0.129,0.6262,0.2231,3.465,5.1798,0.0228
1150,5,0.0035,0.129,0.6571,0.2121,3.3653,4.028,0.0282
1151,5,0.0037,0.129,0.6642,0.2038,3.3578,4.5812,0.0335
1152,5,0.0039,0.129,0.6294,0.201,3.417,5.085,0.0341
1153,5,0.0041,0.129,0.6553,0.1872,3.5746,6.5952,0.0308
1154,5,0.0043,0.129,0.5896,0.2065,3.3623,2.3647,0.035
1155,5,0.0045,0.129,0.6209,0.2121,3.3626,3.2702,0.0301
1156,5,0.0047,0.129,0.6406,0.1982,3.2545,2.8761,0.0477
1157,5,0.0049,0.129,0.6353,0.1651,3.5598,6.307,0.0388
1158,5,0.0051,0.129,0.6177,0.2148,3.3757,2.8076,0.0403
1159,5,0.0053,0.129,0.6602,0.1347,3.0364,2.4994,0.0808
1160,5,0.0055,0.129,0.6363,0.1844,3.6215,8.9357,0.0391
1161,5,0.0057,0.129,0.578,0.2425,3.9173,7.8061,0.0147
1162,5,0.0059,0.129,0.599,0.259,2.9237,1.3003,0.0721
1163,5,0.0061,0.129,0.6508,0.201,3.1595,2.7719,0.0718
1164,5,0.0063,0.129,0.7074,0.0877,3.2854,4.1689,0.0403
1165,5,0.0065,0.129,0.6766,0.2204,3.0259,2.5142,0.0395
1166,5,0.0067,0.129,0.656,0.259,2.6498,1.0595,0.047
1167,5,0.0069,0.129,0.6666,0.1899,3.2502,2.8754,0.0365
1168,5,0.0071,0.129,0.6183,0.154,3.5562,4.7718,0.0178
1169,5,0.0073,0.129,0.6136,0.143,3.155,1.8575,0.0378
1170,5,0.0075,0.129,0.6677,0.1319,2.5749,0.5195,0.0753
1171,5,0.0077,0.129,0.5903,0.1678,2.8087,0.8984,0.0771
1172,5,0.0079,0.129,0.6877,0.0987,2.9986,2.4401,0.0456
1173,5,0.0081,0.129,0.7333,0.1623,3.0311,2.8707,0.0144
1174,5,0.0083,0.129,0.6751,0.1264,2.8678,1.9081,0.1161
1175,5,0.0085,0.129,0.7383,0.1126,2.8744,1.9433,0.0988
1176,5,0.0087,0.129,0.6678,0.154,2.5281,0.5993,0.0311
1177,5,0.0089,0.129,0.6894,0.1651,2.7091,1.1204,0.0868
1178,5,0.0091,0.129,0.699,0.154,2.7673,1.045,0.0586
1179,5,0.0093,0.129,0.6659,0.154,2.0979,0.1586,0.0763
1180,5,0.0095,0.129,0.6072,0.1623,2.3861,0.2631,0.0698
1181,5,0.0097,0.129,0.6667,0.1236,3.074,2.374,0.0531
1182,1,0.0003,0.2045,0.7879,0.0849,3.4354,2.3626,0.1061
1183,1,0.0005,0.2045,0.764,0.1595,3.3249,2.0525,0.0891
1184,1,0.0007,0.2045,0.6853,0.2093,3.2092,1.4193,0.0996
1185,1,0.0009,0.2045,0.7048,0.2286,3.1792,1.4849,0.0767
1186,1,0.0011,0.2045,0.6797,0.2259,3.2049,1.6383,0.0722
1187,1,0.0013,0.2045,0.6741,0.2314,3.139,1.3115,0.0652
1188,1,0.0015,0.2045,0.6631,0.2563,3.138,1.1449,0.078
1189,1,0.0017,0.2045,0.6671,0.2314,3.4453,2.6343,0.0533
1190,1,0.0019,0.2045,0.6741,0.2286,3.5654,3.7857,0.0471
1191,1,0.0021,0.2045,0.6691,0.2314,3.5816,3.3117,0.0246
1192,1,0.0023,0.2045,0.7028,0.2093,3.597,4.7794,0.0194
1193,1,0.0025,0.2045,0.684,0.2065,3.8531,7.5955,0.0184
1194,1,0.0027,0.2045,0.7196,0.1955,3.7084,6.6835,0.0241
1195,1,0.0029,0.2045,0.7021,0.2397,3.8054,7.5947,0.0229
1196,1,0.0031,0.2045,0.6708,0.2314,3.8122,6.0197,0.0243
1197,1,0.0033,0.2045,0.6843,0.1982,3.9712,7.7952,0.0208
1198,1,0.0035,0.2045,0.6905,0.2231,3.6721,5.7668,0.0233
1199,1,0.0037,0.2045,0.656,0.2314,3.7485,5.4976,0.0234
1200,1,0.0039,0.2045,0.7083,0.2148,3.7432,6.4345,0.0225
1201,1,0.0041,0.2045,0.6387,0.2314,3.6536,3.5883,0.0339
1202,1,0.0043,0.2045,0.6442,0.2452,3.9212,6.9097,0.0213
1203,1,0.0045,0.2045,0.6835,0.2397,3.6587,4.9461,0.0252
1204,1,0.0047,0.2045,0.6437,0.2231,4.0145,10.1736,0.0149
1205,1,0.0049,0.2045,0.6204,0.1982,3.8736,6.6871,0.0188
1206,1,0.0051,0.2045,0.6616,0.2204,3.6508,3.8362,0.0191
1207,1,0.0053,0.2045,0.6514,0.2121,3.7092,3.7,0.0224
1208,1,0.0055,0.2045,0.6379,0.1927,4.2721,20.3812,0.0108
1209,1,0.0057,0.2045,0.6402,0.2563,3.7581,5.8323,0.0133
1210,1,0.0059,0.2045,0.6723,0.2425,3.7366,7.4424,0.0082
1211,1,0.0061,0.2045,0.7013,0.1844,3.6347,7.3017,0.0197
1212,1,0.0063,0.2045,0.7372,0.1872,3.3207,4.5209,0.01
1213,1,0.0065,0.2045,0.692,0.1982,3.2103,3.0758,0.0162
1214,1,0.0067,0.2045,0.6748,0.2065,3.4761,4.765,0.058
1215,1,0.0069,0.2045,0.7116,0.1126,3.5739,5.4901,0.0342
1216,1,0.0071,0.2045,0.707,0.143,4.3306,22.2715,0.0092
1217,1,0.0073,0.2045,0.7748,0.096,3.3739,5.039,0.0154
1218,1,0.0075,0.2045,0.7471,0.143,3.4494,4.46,0.0152
1219,1,0.0077,0.2045,0.7445,0.2231,2.7067,0.9103,0.0447
1220,1,0.0079,0.2045,0.6985,0.2121,2.9787,1.3473,0.0336
1221,2,0.0003,0.2045,0.7594,0.1374,3.7732,5.5217,0.0667
1222,2,0.0005,0.2045,0.719,0.201,3.3434,2.2508,0.0863
1223,2,0.0007,0.2045,0.7144,0.2176,3.1751,1.8924,0.0746
1224,2,0.0009,0.2045,0.6919,0.248,3.2054,2.0403,0.0667
1225,2,0.0011,0.2045,0.6605,0.259,3.055,1.1174,0.0887
1226,2,0.0013,0.2045,0.6304,0.259,3.0164,0.8672,0.0945
1227,2,0.0015,0.2045,0.6597,0.2452,3.3392,2.359,0.0437
1228,2,0.0017,0.2045,0.6271,0.2618,3.5049,2.7302,0.0479
1229,2,0.0019,0.2045,0.6292,0.2673,3.6566,4.1113,0.0338
1230,2,0.0021,0.2045,0.6629,0.2314,3.6319,4.001,0.0409
1231,2,0.0023,0.2045,0.6581,0.2204,3.8342,6.1025,0.0324
1232,2,0.0025,0.2045,0.6935,0.2065,3.6755,5.0497,0.0274
1233,2,0.0027,0.2045,0.6801,0.2231,3.8702,9.025,0.0286
1234,2,0.0029,0.2045,0.669,0.2425,3.7778,5.8937,0.0389
1235,2,0.0031,0.2045,0.6723,0.2286,3.9636,8.9396,0.0264
1236,2,0.0033,0.2045,0.6755,0.2148,3.7779,5.6917,0.0265
1237,2,0.0035,0.2045,0.6574,0.2286,3.5944,3.9645,0.0242
1238,2,0.0037,0.2045,0.682,0.201,3.4459,3.2633,0.0316
1239,2,0.0039,0.2045,0.6475,0.2231,3.6622,4.7612,0.0219
1240,2,0.0041,0.2045,0.6571,0.2397,3.6525,4.6986,0.0187
1241,2,0.0043,0.2045,0.6523,0.248,3.8538,7.2439,0.0152
1242,2,0.0045,0.2045,0.618,0.2425,3.9576,6.5995,0.0136
1243,2,0.0047,0.2045,0.5979,0.2259,4.0384,9.7649,0.0291
1244,2,0.0049,0.2045,0.6616,0.1209,3.6836,5.3943,0.0611
1245,2,0.0051,0.2045,0.5625,0.1982,3.8347,3.7534,0.0916
1246,2,0.0053,0.2045,0.575,0.2839,3.773,2.1818,0.0229
1247,2,0.0055,0.2045,0.6536,0.1955,3.5277,4.17,0.0203
1248,2,0.0057,0.2045,0.6382,0.2065,3.664,4.5125,0.0227
1249,2,0.0059,0.2045,0.608,0.248,3.8786,5.2098,0.0143
1250,2,0.0061,0.2045,0.6572,0.2314,3.177,1.6184,0.0174
1251,2,0.0063,0.2045,0.6948,0.2673,3.3408,2.213,0.0195
1252,2,0.0065,0.2045,0.7689,0.2314,2.8136,0.8956,0.0206
1253,2,0.0067,0.2045,0.7714,0.1761,3.0595,1.7368,0.0179
1254,2,0.0069,0.2045,0.6414,0.1817,3.8564,7.6543,0.0149
1255,2,0.0071,0.2045,0.6359,0.1872,3.893,8.4954,0.0219
1256,2,0.0073,0.2045,0.6723,0.1236,4.2735,22.3146,0.0109
1257,2,0.0075,0.2045,0.6159,0.2342,3.4704,2.2296,0.0032
1258,2,0.0077,0.2045,0.6896,0.1844,3.2115,3.6614,0.0394
1259,3,0.0005,0.2045,0.8096,0.2148,2.7386,0.8405,0.0984
1260,3,0.0007,0.2045,0.7403,0.1899,2.7758,0.9377,0.1142
1261,3,0.0009,0.2045,0.7184,0.201,2.8133,0.9628,0.1173
1262,3,0.0011,0.2045,0.7005,0.2231,2.9775,1.5133,0.0944
1263,3,0.0013,0.2045,0.6796,0.2812,2.9025,0.8413,0.0932
1264,3,0.0015,0.2045,0.6562,0.2231,3.1212,1.3231,0.0648
1265,3,0.0017,0.2045,0.6606,0.2508,3.3423,2.6983,0.0536
1266,3,0.0019,0.2045,0.6556,0.2314,3.5936,4.04,0.0274
1267,3,0.0021,0.2045,0.6488,0.2508,3.6479,4.3746,0.0356
1268,3,0.0023,0.2045,0.6892,0.2286,3.4029,3.3144,0.0446
1269,3,0.0025,0.2045,0.6811,0.2176,3.7507,7.1533,0.0276
1270,3,0.0027,0.2045,0.6688,0.2121,3.8448,7.0535,0.0202
1271,3,0.0029,0.2045,0.6533,0.2204,4.0738,11.6153,0.018
1272,3,0.0031,0.2045,0.6769,0.1817,3.8163,8.3732,0.0253
1273,3,0.0033,0.2045,0.6747,0.2176,4.0908,16.0985,0.0171
1274,3,0.0035,0.2045,0.6595,0.1789,3.684,5.4437,0.0348
1275,3,0.0037,0.2045,0.6778,0.2038,3.5849,5.6662,0.0179
1276,3,0.0039,0.2045,0.6357,0.201,3.7889,5.8674,0.0214
1277,3,0.0041,0.2045,0.6795,0.1872,3.957,9.4458,0.0139
1278,3,0.0043,0.2045,0.6586,0.2065,3.9385,10.3727,0.0167
1279,3,0.0045,0.2045,0.6666,0.2121,3.9005,10.4019,0.0203
1280,3,0.0047,0.2045,0.6523,0.201,3.7363,6.4249,0.0337
1281,3,0.0049,0.2045,0.6951,0.1872,3.8355,8.7976,0.0209
1282,3,0.0051,0.2045,0.6581,0.1761,4.0861,13.6555,0.0068
1283,3,0.0055,0.2045,0.7002,0.1651,3.5453,4.5265,0.0437
1284,3,0.0057,0.2045,0.7536,0.1264,3.3266,3.3143,0.0327
1285,3,0.0059,0.2045,0.723,0.1927,3.3649,3.3579,0.0709
1286,3,0.0061,0.2045,0.6717,0.2259,3.3002,2.2451,0.0429
1287,3,0.0063,0.2045,0.7247,0.1347,2.8183,0.9732,0.1033
1288,3,0.0065,0.2045,0.8044,0.1402,1.9069,0.1359,0.2507
1289,3,0.0067,0.2045,0.7289,0.143,2.0272,0.1929,0.0668
1290,3,0.0069,0.2045,0.6754,0.1927,3.1105,1.902,0.0152
1291,3,0.0071,0.2045,0.6667,0.1982,3.8352,8.8847,0.0537
1292,3,0.0073,0.2045,0.681,0.1927,3.7051,7.0473,0.0282
1293,3,0.0075,0.2045,0.6765,0.1291,2.9584,1.439,0.0753
1294,3,0.0077,0.2045,0.6723,0.1291,3.1005,1.624,0.0728
1295,3,0.0079,0.2045,0.7698,0.1899,3.351,7.1908,0.0233
1296,3,0.0081,0.2045,0.6525,0.2314,4.5619,75.2821,0.0062
1297,3,0.0083,0.2045,0.699,0.1513,3.3335,4.3856,0.0136
1298,4,0.0003,0.2045,0.7995,0.1181,3.3846,2.1953,0.0656
1299,4,0.0005,0.2045,0.7557,0.1761,3.3553,3.6307,0.0442
1300,4,0.0007,0.2045,0.7056,0.2176,3.2108,2.4086,0.0591
1301,4,0.0009,0.2045,0.7166,0.1927,3.0479,1.574,0.0931
1302,4,0.0011,0.2045,0.6775,0.2286,3.0812,1.4649,0.0777
1303,4,0.0013,0.2045,0.6594,0.2314,3.1823,1.7285,0.0737
1304,4,0.0015,0.2045,0.6423,0.2508,3.1759,1.5462,0.0595
1305,4,0.0017,0.2045,0.6156,0.2535,3.2861,1.8346,0.0603
1306,4,0.0019,0.2045,0.6548,0.2204,3.6085,4.0442,0.0343
1307,4,0.0021,0.2045,0.6938,0.2397,3.5137,3.6115,0.0351
1308,4,0.0023,0.2045,0.7035,0.2121,3.6913,5.4748,0.0248
1309,4,0.0025,0.2045,0.7077,0.2286,3.8398,12.6083,0.0159
1310,4,0.0027,0.2045,0.699,0.2038,3.495,4.6341,0.0324
1311,4,0.0029,0.2045,0.7049,0.2038,3.4227,3.6167,0.0275
1312,4,0.0031,0.2045,0.6948,0.1899,3.485,3.6381,0.029
1313,4,0.0033,0.2045,0.6989,0.201,3.4192,3.4926,0.0305
1314,4,0.0035,0.2045,0.7062,0.201,3.5877,6.4006,0.0213
1315,4,0.0037,0.2045,0.6752,0.1955,3.5938,4.5511,0.0179
1316,4,0.0039,0.2045,0.6965,0.1789,3.6995,7.759,0.02
1317,4,0.0041,0.2045,0.6994,0.1927,3.8284,9.8235,0.0198
1318,4,0.0043,0.2045,0.6763,0.2121,3.8079,7.5659,0.0192
1319,4,0.0045,0.2045,0.6202,0.248,3.7814,4.5297,0.0296
1320,4,0.0047,0.2045,0.5723,0.2618,3.8359,3.7927,0.0231
1321,4,0.0049,0.2045,0.5986,0.2397,3.7852,5.0144,0.012
1322,4,0.0051,0.2045,0.6299,0.248,4.1024,15.2866,0.0072
1323,4,0.0053,0.2045,0.6299,0.2204,4.4371,31.2012,0.0165
1324,4,0.0055,0.2045,0.6472,0.2452,3.7254,4.6974,0.0496
1325,4,0.0057,0.2045,0.623,0.2425,4.0189,11.0644,0.0203
1326,4,0.0059,0.2045,0.6621,0.1209,3.9236,11.2064,0.02
1327,4,0.0061,0.2045,0.7203,0.1319,3.5645,5.568,0.0239
1328,4,0.0063,0.2045,0.6985,0.2038,2.8661,1.1373,0.046
1329,4,0.0065,0.2045,0.6766,0.1844,2.997,1.1527,0.105
1330,4,0.0067,0.2045,0.6992,0.1043,2.4034,0.2274,0.0936
1331,4,0.0069,0.2045,0.6344,0.1872,3.2637,1.9457,0.0215
1332,4,0.0071,0.2045,0.7358,0.2121,3.1816,3.2375,0.0107
1333,4,0.0073,0.2045,0.7589,0.1789,3.2525,3.5975,0.0184
1334,4,0.0075,0.2045,0.7405,0.1678,3.3878,4.3753,0.007
1335,4,0.0077,0.2045,0.7205,0.1678,3.1961,2.7171,0.0131
1336,4,0.0079,0.2045,0.7058,0.1678,2.8715,1.2558,0.0368
1337,4,0.0081,0.2045,0.7741,0.1844,2.715,1.1926,0.0343
1338,4,0.0089,0.2045,0.7055,0.1236,3.8248,15.0711,0.0099
1339,5,0.0003,0.2045,0.8484,0.1734,3.8346,4.8351,0.0128
1340,5,0.0005,0.2045,0.8199,0.201,3.2869,3.1954,0.0313
1341,5,0.0007,0.2045,0.7323,0.201,2.8316,0.7895,0.1001
1342,5,0.0009,0.2045,0.7214,0.2121,2.744,0.6569,0.1165
1343,5,0.0011,0.2045,0.6976,0.2397,2.8262,0.7203,0.0859
1344,5,0.0013,0.2045,0.6874,0.2397,2.9748,1.0044,0.0784
